Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Canonical smiles,MinAbsEStateIndex,qed,MaxAbsPartialCharge,FpDensityMorgan1,BCUT2D_MRHI,BalabanJ,Chi3n,Ipc,Kappa3,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA5,SMR_VSA6,SlogP_VSA10,SlogP_VSA11,SlogP_VSA3,SlogP_VSA4,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,NOCount,NumAliphaticHeterocycles,NumAromaticRings,NumHDonors,MolLogP,fr_Ar_N,fr_allylic_oxid,fr_amide,fr_aryl_methyl,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_methoxy,fr_nitro,fr_para_hydroxylation,fr_unbrch_alkane
Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08,C(c1ccccc1)c2ccccc2,c1ccc(Cc2ccccc2)cc1,1.0294444444444444,0.6452001853099995,0.0622483607098551,0.5384615384615384,5.248482575259287,2.1614757505786617,2.0938976146188413,1589.7182302135147,2.1870744067645087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,60.6636706846161,0.0,2.7383333333333337,0.0,0.0,0.0,0,0,2,0,3.277400000000002,0,0,0,0,0,0,0,0,0,0,0,0
3-Octanol,-2.033,1,130.23099999999997,1,0,5,20.23,-1.98,CCCCCC(O)CC,CCCCCC(O)CC,0.0448611111111114,0.5662247345927631,0.3931422119493265,1.2222222222222223,4.507194665877332,2.8766225950797444,1.6121504463605854,94.26737928973324,5.836965253005683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103966387748303,52.05554890175959,0.0,0.0,0.0,0.0,0.0,6.103966387748303,0.0,12.84164324585202,0.0,6.923737199690624,6.923737199690624,0.0,0.0,0.0,4.203312547241119,0.0,1,0,0,1,2.3376,0,0,0,0,0,0,0,0,0,0,0,1
Propazine,-3.329,1,229.71500000000003,2,1,4,62.73,-4.43,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,0.1910185185185191,0.8286985185089378,0.3518667469695378,0.8666666666666667,6.27953504752264,2.8436364364825466,1.4436713821596183,1481.5556941933703,4.290610565213741,0.0,0.0,17.180264882017248,0.0,0.0,0.0,14.951935562841626,0.0,12.08368165829592,0.0,39.77863045705841,10.633577208012662,11.896678561972989,0.0,0.0,0.0,17.36726797834018,11.896678561972989,0.0,0.0,27.694948798762496,25.585512770854287,0.0,0.0,0.987314814814815,8.028733938019652,0.0,5,0,1,2,2.1655999999999995,3,0,0,0,0,0,1,0,0,0,0,0
2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11,CCCC(C)CO,CCCC(C)CO,0.3411111111111111,0.5709677520374143,0.3960990127001897,1.5714285714285714,4.453091892891446,2.831819966070785,1.0931480451301931,31.916635235956917,3.799034859521332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,26.689117645233267,6.606881964512918,0.0,0.0,0.0,5.917906046161393,0.0,12.52478801067431,6.4208216229260096,0.0,0.0,13.847474399381248,0.0,0.0,0.5046296296296293,4.53125,0.0,1,0,0,1,1.4149,0,0,0,0,0,0,0,0,0,0,0,0
2-Methyl-2-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-1.08,CCCCC(C)(C)O,CCCCC(C)(C)O,0.4484027777777777,0.5971696682305409,0.3904719989420869,1.375,4.626062860221546,3.1117661943884265,1.1421334847648998,36.61600302409073,5.959999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.601050810983688,45.63472727883358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,13.847474399381248,6.923737199690624,0.0,-0.4484027777777777,0.0,5.830416666666666,0.0,1,0,0,1,1.9475,0,0,0,0,0,0,0,0,0,0,0,0
Ethylbenzene,-2.988,1,106.16799999999996,0,1,1,0.0,-2.77,CCc1ccccc1,CCc1ccccc1,1.1397222222222223,0.5147578217927745,0.0622487416550616,1.125,5.133138170456356,2.8320858350070908,1.251072952541352,91.36757727918736,1.0935372033822537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,0.0,6.4208216229260096,0.0,6.06636706846161,31.18920547353706,0.0,1.4097222222222223,0.0,2.162037037037037,0.0,0,0,1,0,2.249000000000001,0,0,0,1,0,0,0,0,0,0,0,0
5-(3-Methyl-2-butenyl)-5-ethylbarbital,-2.126,1,224.26,2,1,3,75.27000000000001,-2.253,O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,0.3162499999999999,0.5565734109876053,0.3276321832006792,1.1875,6.187435712156186,3.006647572562854,2.785740209238425,2611.755341606686,2.126885053591302,5.41499046939678,0.0,11.814359458703011,0.0,6.031114512338072,4.794537184071822,0.0,0.0,0.0,0.0,33.61285484492389,0.0,4.794537184071822,0.0,9.589074368143644,5.41499046939678,0.0,12.84164324585202,5.573104530069267,6.923737199690624,19.92349450621513,10.633577208012662,0.0,-0.1149305555555553,-1.0254629629629624,5.5496894683799445,0.0,5,1,0,2,1.1050999999999995,0,2,4,0,0,0,0,0,0,0,0,0
Heptachlor,-5.26,1,373.3209999999999,0,3,0,0.0,-6.317,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,0.2050308641975313,0.4023556531567916,0.1667229278108792,0.8823529411764706,6.655248641800185,2.3171842796726305,3.8963534021429673,7629.560337324719,1.1504173843107022,9.748344582882218,4.33335411348544,0.0,0.0,0.0,0.0,0.0,34.802819670697545,11.835812092322788,15.44166057243292,19.458786564573384,0.0,0.0,0.0,0.0,11.835812092322788,27.277472664755702,0.0,0.0,0.0,12.152040213667762,0.0,-1.4816358024691358,0.0,-0.4699074074074081,0.0,0.0,0,0,0,0,5.241500000000001,0,4,0,0,0,0,7,0,0,0,0,0
Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0.1226610474084872,0.6900785284763721,0.457370815414609,1.0,5.788663885763671,1.7389462375181486,5.747436613927287,728180.9273675933,3.174662732490716,17.568244979360085,0.0,6.103966387748303,0.0,5.969305287951849,0.0,5.261891554738487,0.0,5.563451491696996,5.917906046161393,33.7989151865108,0.0,0.0,11.49902366656781,9.53140013787187,28.078999852485712,22.717192272906804,17.062475158264807,0.0,24.26546827384644,30.33183534230805,33.76417011155477,11.32522156084656,0.3570328749487095,0.7817081967722294,8.200911783956517,0.0,4,0,2,0,5.268980000000004,0,0,0,0,1,2,0,0,0,0,1,0
Methoprene,-4.795,1,310.47800000000007,0,0,10,35.53,-5.19,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,0.0221613671907996,0.3211926305566734,0.4598021323608296,1.2272727272727273,5.828593867006738,4.052073192620189,3.644920778412507,29652.40631086357,11.556664943059028,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,13.185817648111414,11.70501719873199,78.93072688857976,7.109797541277533,0.0,0.0,14.26826309167192,5.917906046161393,17.67432248668384,5.917906046161393,18.414747775921285,13.185817648111414,26.847231705905752,26.847231705905752,10.513961176848706,0.9068815201534044,0.3669603476119185,12.13584155350129,1.7694170695803435,3,0,0,0,5.062000000000006,0,3,0,0,1,2,0,0,1,0,0,0
Ethyl propionate,-1.1909999999999998,1,102.133,0,0,2,26.3,-0.66,CCOC(=O)CC,CCOC(=O)CC,0.1226851851851849,0.485245073645189,0.4659767306979968,1.5714285714285714,5.682319352716487,3.002590528674132,0.5940003396070641,31.916635235956917,3.2963341491124023,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,0.0,6.4208216229260096,6.606881964512918,20.268296022307258,6.606881964512918,0.0,0.0,9.53140013787187,0.0,5.969305287951849,13.027703587438928,0.0,13.847474399381248,0.0,4.736862953800049,4.552083333333334,0.0,-0.1226851851851849,4.067685185185185,0.0,2,0,0,0,0.9595,0,0,0,0,1,1,0,0,0,0,0,0
Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1,CSc1nc(NC(C)C)nc(NC(C)C)n1,CSc1nc(NC(C)C)nc(NC(C)C)n1,0.3092649281934994,0.7708358657547913,0.3518753384396971,0.875,7.979904032545242,2.911011564812741,1.6330172354393495,2759.6402209233647,4.219731367635919,0.0,5.156436481820707,11.896678561972989,0.0,0.0,0.0,14.951935562841626,0.0,12.08368165829592,0.0,44.93506693887912,16.889346391524064,11.896678561972989,0.0,0.0,0.0,0.0,23.98036022026891,5.156436481820707,0.0,6.255769183511404,53.28046156961678,0.0,0.0,1.2453703703703705,8.214674981103553,0.0,5,0,1,2,2.2341,3,0,0,0,0,0,0,0,0,0,0,0
Buturon,-3.199,1,236.702,1,1,2,32.34,-3.9,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,0.2428032879818591,0.7872679057274545,0.3220780411774611,1.5,6.301845937076663,2.648497145709761,2.237986583252264,3435.148207643887,3.179617885546799,0.0,0.0,0.0,0.0,6.031114512338072,4.794537184071822,0.0,6.423349895620259,17.75769157110208,6.041840829147961,12.965578028838586,12.36446058668352,10.481923458755384,0.0,0.0,12.343784214475903,12.072955341486033,10.710019588424888,0.0,38.23687745621425,0.0,11.237222922861974,0.0,0.6856216931216936,2.484469377257076,1.779207818930041,1.6485896776406035,3,0,1,1,2.825400000000001,0,0,2,0,0,0,1,0,0,0,0,0
"2,3-Dimethylnaphthalene",-4.1160000000000005,1,156.22799999999998,0,2,0,0.0,-4.72,Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,1.3338888888888891,0.5476492453414699,0.0616295429115359,0.75,5.833869187168071,2.8395199428108358,2.3620366943553006,721.4821414543244,1.095421436004162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,0.0,50.24567681015091,0.0,2.7383333333333337,0.0,4.309074074074074,0.0,0,0,2,0,3.456640000000002,0,0,0,2,0,0,0,0,0,0,0,0
"2,4',5-PCB",-5.7620000000000005,1,257.547,0,2,1,0.0,-6.25,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,0.6706944444444448,0.6489454818006694,0.0843437391001621,0.6666666666666666,6.350609323673827,2.5305947893481706,2.083633295485172,2980.3592423462865,2.4595834898957136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.631351432920976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.067899941223978,11.126902983393991,12.13273413692322,30.33183534230805,0.0,0.0,1.923827160493828,0.0,0.0,0.0,0,0,2,0,5.313800000000001,0,0,0,0,0,0,3,0,0,0,0,0
"2,3',4,4',5-PCB",-7.343,1,360.88200000000006,0,2,1,0.0,-7.39,Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,0.2007870370370374,0.3701149223599206,0.0842881560599009,0.5555555555555556,6.525585461378876,2.7165459731419475,2.323926782918058,9854.260538784294,2.69713875564581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.172169610876644,20.090533254965305,0.0,0.0,0.0,0.0,0.0,0.0,10.045266627482652,31.217436238359294,0.0,24.26546827384644,0.0,0.0,0.0,1.295617283950618,0.0,0.0,0.0,0,0,2,0,7.274,0,0,0,0,0,0,6,0,0,0,0,0
2-cyanoguanidine,0.361,1,84.082,2,0,0,88.19,-0.31,NC(N)=NC#N ,N#CN=C(N)N,0.196759259259259,0.2179576907571906,0.369229844954047,1.6666666666666667,5.760029638963342,3.5072228538686434,0.1790994448735806,14.834466856136649,2.759999999999999,0.0,0.0,12.152710664522676,0.0,0.0,0.0,5.261891554738487,4.992404732635669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.455047650517326,5.959554568743835,0.0,0.0,0.0,0.0,4.992404732635669,0.0,9.41638888888889,-0.196759259259259,0.0,0.0,4,0,0,2,-1.2591200000000002,0,0,0,0,0,0,0,0,0,0,0,0
Chloropicrin,-1.866,1,164.375,0,0,0,43.14,-2.0,ClC(Cl)(Cl)N(=O)=O,O=[N+]([O-])C(Cl)(Cl)Cl,1.0162037037037042,0.236106423574705,0.4487069857899306,1.4285714285714286,6.654391196693844,3.7911184170869663,0.2070196678027062,17.086166327180322,2.9079585326953747,0.0,0.0,0.0,0.0,3.916470718516338,0.0,0.0,0.0,0.0,4.923311048817671,3.916470718516338,0.0,0.0,0.0,0.0,10.114318268765572,0.0,0.0,0.0,0.0,0.0,0.0,-2.3611111111111107,0.0,0.0,0.0,0.0,3,0,0,0,1.5908,0,0,0,0,0,0,3,0,0,1,0,0
"2,6-PCB",-4.984,1,223.102,0,2,1,0.0,-5.21,Clc1cccc(Cl)c1c2ccccc2 ,Clc1cccc(Cl)c1-c1ccccc1,0.6839814814814817,0.6589511753025439,0.0836077815057197,0.6428571428571429,6.3869812445169085,2.625314488097028,2.025226488109164,2075.720700988195,1.7674308323125671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.608718119179647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.045266627482652,11.126902983393991,0.0,48.53093654769288,0.0,0.0,1.9440123456790128,0.0,0.0,0.0,0,0,2,0,4.660400000000003,0,0,0,0,0,0,2,0,0,0,0,0
p-Methoxybenzaldehyde,-2.252,1,136.14999999999998,0,1,2,26.3,-1.49,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1,0.6674074074074077,0.575816465118545,0.4967677926784627,1.3,5.742935063019508,2.895351845489354,1.2518847232277177,237.587417309747,1.34501586290279,12.03567235641346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.563451491696996,7.109797541277533,0.0,7.109797541277533,0.0,5.749511833283905,0.0,0.0,0.0,5.563451491696996,12.03567235641346,31.37526581512397,0.0,0.0,4.897738095238095,0.6674074074074077,0.7690740740740742,0.0,1.5931712962962965,2,0,1,0,1.5076999999999998,0,0,0,0,0,1,0,0,1,0,0,0
4-Nitroacetanilide,-2.219,1,180.163,1,1,2,72.24000000000001,-2.692,CC(=O)Nc1ccc(cc1)N(=O)=O,CC(=O)Nc1ccc([N+](=O)[O-])cc1,0.0084278155706729,0.5539449818865061,0.3263305335009222,1.3846153846153846,5.881759136505132,2.809454194164694,1.3984918255763512,724.9704113311476,2.550798314020614,0.0,0.0,5.907179729351506,5.687386274683562,0.0,0.0,0.0,0.0,24.743857611297404,4.923311048817671,6.923737199690624,5.316788604006331,11.374772549367124,0.0,4.794537184071822,10.114318268765572,11.594566004035068,5.687386274683562,0.0,0.0,0.0,5.316788604006331,0.0,0.5622241118669695,-0.2001360544217683,1.376401486520534,0.0,5,0,1,1,1.5532,0,0,1,0,0,0,0,0,0,1,0,0
Ethyl heptanoate,-2.608,1,158.241,0,0,6,26.3,-2.74,CCCCCCC(=O)OCC,CCCCCCC(=O)OCC,0.0522193877551016,0.4383150695699537,0.4659692078794566,1.181818181818182,5.686549915460663,3.040425665876032,1.539779436134093,254.60129569772985,7.365875295682101,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,0.0,6.4208216229260096,6.606881964512918,45.95158251401129,6.606881964512918,0.0,0.0,9.53140013787187,0.0,5.969305287951849,13.027703587438928,12.84164324585202,0.0,6.923737199690624,6.923737199690624,4.783142715419501,0.0,-0.0522193877551016,4.500911123708743,0.0,2,0,0,0,2.5199000000000007,0,0,0,0,1,1,0,0,0,0,0,2
p-Hydroxyacetanilide,-1.495,1,151.165,2,1,1,49.33,-1.03,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,0.1151020408163263,0.5950261967780849,0.5079643157925783,1.3636363636363635,5.88095478459792,2.7362980721056545,1.1876733148984595,285.5107405273968,2.292303972882069,5.749511833283905,0.0,5.907179729351506,0.0,0.0,0.0,0.0,0.0,12.611123474374184,0.0,6.923737199690624,5.316788604006331,5.687386274683562,5.749511833283905,4.794537184071822,0.0,11.65669156263541,5.687386274683562,0.0,12.13273413692322,0.0,5.316788604006331,0.0,0.6900925925925929,0.0785109599395319,1.437358276643991,0.0,3,0,1,2,1.3505999999999998,0,0,1,0,0,0,0,0,0,0,0,0
indazole,-2.34,2,118.13899999999998,1,2,0,28.68,-2.16,c2ccc1[nH]ncc1c2 ,c1ccc2[nH]ncc2c1,1.0949074074074077,0.5583728365871126,0.2778323518288517,1.2222222222222223,5.76720348659629,2.9546597902851044,1.3494266681046465,254.268989977729,0.5977587141887454,0.0,0.0,0.0,0.0,0.0,0.0,5.098681808301038,0.0,5.386224214464796,11.713544289229338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.902924932081056,0.0,30.46231184545952,10.197363616602075,0.0,1.0949074074074077,0.0,0.0,0.0,2,0,2,1,1.5629,2,0,0,0,0,0,0,0,0,0,1,0
guanine,-0.67,1,151.129,3,2,0,100.45,-3.583,Nc2nc1[nH]cnc1c(=O)[nH]2 ,Nc1nc2[nH]cnc2c(=O)[nH]1,0.0895833333333337,0.4597512677791772,0.3692516492028574,1.5454545454545454,5.686512331398252,3.024307136383607,1.3081534170553413,514.325039405107,0.7592026919690413,0.0,11.16387793838399,5.948339280986494,5.559266895052007,0.0,4.9839785209472085,4.9839785209472085,0.0,0.0,6.3273200747645415,0.0,5.733667477162185,5.948339280986494,0.0,0.0,0.0,17.02430689365476,5.647177220767728,0.0,0.0,0.0,19.935914083788838,0.0,5.629814814814816,0.0895833333333337,0.0,0.0,6,0,2,3,-0.7716000000000003,4,0,0,0,0,0,0,0,0,0,0,0
Methyl acetate,-0.416,1,74.07900000000001,0,0,0,26.3,0.46,COC(=O)C,COC(C)=O,0.2453703703703702,0.382966590732514,0.4691981070510483,1.8,5.6506461469695,2.847378923087672,0.2874574785652649,9.65148445440323,3.469999999999999,0.0,0.0,0.0,0.0,5.969305287951849,0.0,0.0,0.0,6.923737199690624,7.109797541277533,6.923737199690624,7.109797541277533,0.0,0.0,9.53140013787187,0.0,5.969305287951849,0.0,0.0,0.0,0.0,4.736862953800049,4.111111111111111,0.0,-0.2453703703703702,1.3611111111111112,1.349537037037037,2,0,0,0,0.1793,0,0,0,0,1,1,0,0,1,0,0,0
Stanolone,-3.882,1,290.44699999999995,1,4,0,37.3,-4.743,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,0.0676729549844632,0.7329727353787588,0.3925514254232107,0.9523809523809524,5.792727820891183,1.6370645181431462,8.431794248808826,85969.52181428958,1.837078375399089,5.783244946364939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,6.103966387748303,77.73883539346365,0.0,0.0,0.0,4.794537184071822,34.501605123439134,11.51895685714508,17.116141461923114,43.43700463018821,0.0,0.0,13.847474399381248,0.0,0.597766479276896,3.521550125451415,4.846572236919459,0.0,2,0,0,1,3.9591000000000034,0,0,0,0,0,0,0,1,0,0,0,0
1-Hexene-3-ol,-1.199,1,100.161,1,0,3,20.23,-0.59,CCCC(O)C=C,C=CC(O)CCC,0.2870370370370374,0.5303772562261535,0.3890608211861144,1.8571428571428568,4.760341880589361,2.9843602328703267,0.8565171681406727,31.916635235956917,3.5325033952014486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,0.0,6.103966387748303,25.869346833290944,0.0,0.0,0.0,0.0,0.0,6.103966387748303,0.0,12.84164324585202,6.076020106833881,6.923737199690624,6.578935683598497,0.0,0.0,0.0,5.463657407407407,0.0,1,0,0,1,1.3334,0,0,0,0,0,0,0,0,0,0,0,0
Dibutyl ether ,-2.135,1,130.231,0,0,6,9.23,-1.85,CCCCOCCCC,CCCCOCCCC,0.9548611111111112,0.5020748997224442,0.3814528145933262,0.8888888888888888,4.333957112224253,2.595082706793886,1.284457050376173,103.68791599331826,7.9600000000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,0.0,39.53076089108528,13.213763929025836,0.0,0.0,4.736862953800049,0.0,0.0,0.0,13.213763929025836,0.0,0.0,13.847474399381248,5.314444444444444,0.0,0.0,6.277144274376417,0.0,1,0,0,0,2.603200000000001,0,0,0,0,0,1,0,0,0,0,0,4
1-Dodecanol,-3.523,1,186.339,1,0,10,20.23,-4.8,CCCCCCCCCCCCO,CCCCCCCCCCCCO,0.3715277777777777,0.5129821812363801,0.3963765693422824,0.6153846153846154,4.461354260921017,2.758149818433293,2.5116672736016925,812.7027727261354,11.960000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,0.0,71.13195342895074,6.606881964512918,0.0,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,0.0,0.0,6.923737199690624,0.0,0.0,0.0,2.6303474579349744,0.0,1,0,0,1,3.899600000000004,0,0,0,0,0,0,0,0,0,0,0,8
RTI 6,-3.335,1,313.36100000000005,2,3,4,81.59000000000002,-3.36,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,0.0494858346486235,0.8926613215537516,0.3945355398013342,1.3043478260869563,6.10939238852259,2.1225544218446344,3.794005686275688,209185.3235508788,2.704608316011473,11.635725555670057,5.817862777835028,0.0,5.907179729351506,0.0,9.967957041894415,0.0,0.0,26.33402836611541,17.857719730893475,6.923737199690624,41.86067482472255,23.14097460818865,0.0,0.0,0.0,12.514061693864424,35.976076133875765,5.817862777835028,18.3295777085363,35.90396278099199,15.284745645900747,0.0,1.174640048920803,1.7867999391114482,3.1557115054725093,1.8638011778785588,7,1,2,2,1.6287999999999996,2,0,1,0,0,0,0,0,0,0,0,0
2-Methyl-2-pentanol,-1.308,1,102.17699999999998,1,0,2,20.23,-0.49,CCCC(C)(C)O,CCCC(C)(C)O,0.4496527777777777,0.5606097975915726,0.3904721816263005,1.4285714285714286,4.614146328907503,3.154490065368808,0.8618033988749892,18.14170945007629,5.960000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.601050810983688,39.21390565590758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,13.847474399381248,6.923737199690624,0.0,-0.4496527777777777,0.0,5.727152777777778,0.0,1,0,0,1,1.5574,0,0,0,0,0,0,0,0,0,0,0,0
Flucytosine,-0.132,1,129.09399999999997,2,1,0,71.77,-0.972,Nc1nc(=O)[nH]cc1F,Nc1nc(=O)[nH]cc1F,0.3761574074074068,0.4952172017431901,0.3810446243978342,1.7777777777777777,5.251302309135812,3.3360928870055955,0.7890592362281652,104.2009193065932,1.0421707281064696,0.0,11.635083618880923,0.0,0.0,5.689743398203474,9.184952231746642,4.9839785209472085,0.0,6.196843571613076,0.0,0.0,5.733667477162185,10.208277825509848,0.0,0.0,5.817220841045895,5.817862777835028,0.0,6.196843571613076,0.0,4.9839785209472085,4.9839785209472085,12.141064814814817,4.27,-1.08949074074074,0.0,0.0,4,0,1,2,-0.5088000000000001,2,0,0,0,0,0,1,0,0,0,0,0
stadacaine,-5.127999999999999,1,293.40700000000004,0,1,9,38.77,-3.84,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,0.2782331559166873,0.5112863341880793,0.4935204384310613,1.1428571428571428,5.958741027058949,3.038835686486066,3.3352916163752373,44695.37240358506,4.957294817571189,5.749511833283905,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,19.15587988028676,24.464601695406397,40.53659204461451,31.203186471701464,5.687386274683562,5.749511833283905,4.736862953800049,0.0,5.969305287951849,18.777215420722836,37.36805416564464,6.06636706846161,19.056471336613843,25.67112132992235,10.881904756699129,1.4822592540102464,0.5258395009238268,10.84593662849029,0.0,4,0,1,0,3.8884000000000034,0,0,0,0,1,2,0,0,0,0,0,1
2-Methyl-2-heptanol,-2.017,1,130.231,1,0,4,20.23,-1.72,CCCCCC(C)(C)O,CCCCCC(C)(C)O,0.4492361111111111,0.5790050169562546,0.390471997481796,1.2222222222222223,4.631504163230515,3.072989461365733,1.3921334847648998,60.47184355343589,7.9600000000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.601050810983688,52.05554890175959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,13.847474399381248,6.923737199690624,0.0,-0.4492361111111111,0.0,5.898506235827664,0.0,1,0,0,1,2.337600000000001,0,0,0,0,0,0,0,0,0,0,0,1
Hexamethylbenzene,-4.361000000000001,1,162.27599999999998,0,1,0,0.0,-5.23,Cc1c(C)c(C)c(C)c(C)c1C,Cc1c(C)c(C)c(C)c(C)c1C,1.4542592592592594,0.5471126588422087,0.0447267754713474,0.3333333333333333,5.480394277404657,3.603567451474548,3.375,416.3143647971509,1.1554472554400448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.54242319814374,0.0,0.0,0.0,0.0,41.54242319814374,0.0,0.0,0.0,0.0,0.0,41.54242319814374,0.0,8.725555555555557,0.0,13.274444444444445,0.0,0,0,1,0,3.5371200000000025,0,0,0,0,0,0,0,0,0,0,0,0
Thymol,-3.129,1,150.22099999999998,1,1,1,20.23,-2.22,CC(C)c1ccc(C)cc1O,Cc1ccc(C(C)C)c(O)c1,0.3987037037037034,0.6522740358347691,0.5076548360000178,1.2727272727272727,5.371051284491063,3.092719758380193,1.807947409247836,252.1073814437375,1.732031309178134,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233264,0.0,0.0,5.749511833283905,0.0,6.923737199690624,0.0,11.6674178794453,11.126902983393991,6.06636706846161,19.056471336613843,13.847474399381248,0.0,2.1273148148148158,0.8153703703703704,6.12361111111111,0.0,1,0,1,1,2.824020000000001,0,0,0,1,0,0,0,0,0,0,0,0
Pteridine,-0.906,2,132.12599999999998,0,2,0,51.56,0.02,c2cnc1ncncc1n2,c1cnc2ncncc2n1,0.6365740740740742,0.5208798044315195,0.24966012948719,1.0,5.661275048888695,2.888051601657992,1.1497141726298974,348.57046183703704,0.699499318290727,11.844020792380803,5.647177220767728,0.0,0.0,0.0,19.935914083788838,0.0,0.0,12.393687143226153,6.196843571613076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.647177220767728,5.516700717616262,18.59053071483923,0.0,19.935914083788838,0.0,1.3634259259259265,0.0,0.0,0.0,4,0,2,0,0.4197999999999998,4,0,0,0,0,0,0,0,0,0,0,0
